Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Annalina Caputo,"Proceedings of the Second Italian Conference on Computational Linguistics CLiC-it 2015: 3-4 December 2015, Trento","John Adebayo Kolawole, Johannes Andresen, Marco Angster, Mihael Arcan, Giuseppe Attardi, A Barbagli, Marilena Di Bari, Roberto Bartolini, Pierpaolo Basile, Valerio Basile, Roberto Basili, Yuri Bizzoni, Guido Boella, Daniele Bonadiman, Giulia Bonansinga, Francis Bond, Federico Boschetti, Cristina Bosco, Dominique Brunato, Elena Cabrio, Nicoletta Calzolari, Annalina Caputo, Tommaso Caselli, Sara Castagnoli, Giuseppe Castellucci, Flavio Massimiliano Cecchini, Fabio Celli, Francesca Chiusaroli, Andrea Cimino, Giovanni Colavizza, Vittoria Cozza, Danilo Croce, Loredana Cupi, Francesco Cutugno, F Dell’Orletta, Felice Dell’Orletta, Rodolfo Delmonte, Riccardo Del Gratta, Irene De Felice, Jose De Souza, Luigi Di Caro, Paolo Dragone, Fabrizio Esposito, Daniele Falavigna, Delia Irazú Hernández Farías, Fathi Fawi, Elisabetta Fersini, Michele Filannino, Francesca Frontini, Michel Généreux, Federico Giusfredi, Sara Goggi, Berta González Saavedra, Laura Gorrieri, Lorenzo Gregori, Raffaele Guarasci, Giorgio Guzzetta, Tobias Horsmann, Frédéric Kaplan, Fahad Khan, Mirko Lai, Gianluca E Lebani, Alessandro Lenci, Pierre Lison, P Lucisano, Verena Lyding, Alessandro Maisto, Simone Marchi, Francesca Masini, Alessandro Mazzei, Alessio Miaschi, Anne-Lyse Minard, Monica Monachini, S Montemagni, Simonetta Montemagni, Johanna Monti, Giovanni Moretti, Alessandro Moschitti, Federico Nanni, Matteo Negri, Malvina Nissim, Nicole Novielli, Christophe Onambélé Manga, Nahli Ouafae, Sebastian Padó, Alessandro Panunzi, Gabriella Pardelli, Lucia Passaro, Lucia Passaro, Marco Passarotti, Viviana Patti, Serena Pelosi, Ruggero Petrolito, Maria Laura Pierucci, Laura Pollacci, Luca Polonio, Valeria Quochi, Andrea Amelio Ravelli, Marianne Reboul, Giuseppe Riccardi, Stefan Richter, Livio Robaldo, Alice Ruggeri, Irene Russo, Simone Saletti, Federico Sangati, Manuela Sanguinetti, Daniele Sartiano, Giovanni Semeraro, Aliaksei Severyn, Serge Sharoff, Maria Simi, Claudia Soria, Manuela Speranza, Rachele Sprugnoli, Sabrina Stehwien, Evgeny A Stepanov, Marco Stranisci, Katalin Szabò, Martin Thomas, Sara Tonelli, Marco Turchi, Giulia Venturi, Giulia Venturi, Marco Venuti, Serena Villata, Daniela Virone, Hamed Zamani, Fabio Massimo Zanzotto, Torsten Zesch",Accademia University Press,0,2015,,
Annalina Caputo,UNIBA: combining distributional semantic models and sense distribution for multilingual all-words sense disambiguation and entity linking,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Proceedings of the 9th International Workshop on Semantic Evaluation …,5,2015,,
Annalina Caputo,Temporal random indexing: A system for analysing word meaning over time,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Italian Journal of Computational Linguistics 1 (1) 55-68,11,2015,,
Annalina Caputo,Entity linking for italian tweets,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Proc. Second Italian Conf. Computational Linguistics CLiC-it 2015 36-40,3,2015,,
Annalina Caputo,Extending an Information Retrieval System through Time Event Extraction.,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro, Lucia Siciliani",DART@ AI* IA 36-47,4,2014,,
Annalina Caputo,Combining Distributional Semantic Models and Sense Distribution for Effective Italian Word Sense Disambiguation,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",The First Italian Conference on Computational Linguistics CLiC-it 2014 43,0,2014,,
Annalina Caputo,Analysing word meaning over time by exploiting temporal random indexing,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",First Italian Conference on Computational Linguistics CLiC-it,21,2014,,
Annalina Caputo,UNIBA: Combining Distributional Semantic Models and Word Sense Disambiguation for Textual Similarity,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",,0,2014,,
Annalina Caputo,An enhanced lesk word sense disambiguation algorithm through a distributional semantic model,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Proceedings of COLING 2014 the 25th International Conference on …,108,2014,,
Annalina Caputo,Supervised Learning and Distributional Semantic Models for Super-Sense Tagging,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Congress of the Italian Association for Artificial Intelligence 97-108,0,2013,,
Annalina Caputo,UNIBA-CORE: Combining Strategies for Semantic Textual Similarity,"Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",Second Joint Conference on Lexical and Computational Semantics (* SEM …,0,2013,,
Annalina Caputo,Distributional Semantics for Answer Re-ranking in Question Answering.,"Piero Molino, Pierpaolo Basile, Annalina Caputo, Pasquale Lops, Giovanni Semeraro",IIR 100-103,0,2013,,
Annalina Caputo,Encoding Syntactic Dependencies using Random Indexing and Wikipedia as a Corpus.,"Pierpaolo Basile, Annalina Caputo",IIR 144-154,1,2012,,
Annalina Caputo,UNIBA: Distributional semantics for textual similarity,"Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",* SEM 2012: The First Joint Conference on Lexical and Computational …,3,2012,,
Annalina Caputo,Orthogonal Negation for Document Re-ranking.,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",IIR 14-17,0,2012,,
Annalina Caputo,Exploiting distributional semantic models in question answering,"Piero Molino, Pierpaolo Basile, Annalina Caputo, Pasquale Lops, Giovanni Semeraro",2012 IEEE Sixth International Conference on Semantic Computing 146-153,19,2012,,
Annalina Caputo,A study on compositional semantics of words in distributional spaces,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",2012 IEEE Sixth International Conference on Semantic Computing 154-161,5,2012,,
Annalina Caputo,Negation for document re-ranking in ad-hoc retrieval,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Conference on the Theory of Information Retrieval 285-296,8,2011,,
Annalina Caputo,Proceedings of the GEMS 2011 Workshop on GEometrical Models of Natural Language Semantics,"Sebastian Padó, Yves Peirsman",Proceedings of the GEMS 2011 Workshop on GEometrical Models of Natural …,1,2011,,
Annalina Caputo,Encoding syntactic dependencies by vector permutation,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Proceedings of the GEMS 2011 Workshop on GEometrical Models of Natural …,13,2011,,
Annalina Caputo,From Terms to Concepts: A Revisited Approach to Local Context Analysis.,"Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",IIR,0,2011,,
Annalina Caputo,Semantic Re-ranking in Ad-hoc Robust Retrieval.,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",IIR,0,2011,,
Annalina Caputo,A Query Algebra for Quantum Information Retrieval.,"Annalina Caputo, Benjamin Piwowarski, Mounia Lalmas",IIR,7,2011,,
Annalina Caputo,From fusion to re-ranking: a semantic approach,"Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",Proceedings of the 33rd international ACM SIGIR conference on Research and …,3,2010,,
Annalina Caputo,Integrating Named Entities in a Semantic Search Engine.,"Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",IIR 15-16,1,2010,,
Annalina Caputo,Integrating sense discrimination in a semantic information retrieval system,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Information Retrieval and Mining in Distributed Environments 249-265,8,2010,,
Annalina Caputo,Semantic Vectors: an Information Retrieval Scenario,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",IIR 1-5,6,2010,,
Annalina Caputo,UNIBA-SENSE@ CLEF 2009: Robust WSD Task,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Workshop of the Cross-Language Evaluation Forum for European Languages 150-157,5,2009,,
Annalina Caputo,Exploiting disambiguation and discrimination in information retrieval systems,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",2009 IEEE/WIC/ACM International Joint Conference on Web Intelligence and …,4,2009,,
Annalina Caputo,Boosting a semantic search engine by named entities,"Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",International Symposium on Methodologies for Intelligent Systems 241-250,11,2009,,
Long Cheng,An Edge 3D CNN Accelerator for Low Power Activity Recognition,"Ying Wang, Yongchen Wang, Cong Shi, Long Cheng, Huawei Li, Xiaowei Li",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,0,2020,,
Long Cheng,Cluflow: Cluster-based flow management in software-defined wireless sensor networks,"Qingzhi Liu, Tanir Ozcelebi, Long Cheng, Fernando Kuipers, Johan Lukkien",2019 IEEE Wireless Communications and Networking Conference (WCNC) 1-8,2,2019,,
Long Cheng,Target-based Resource Allocation for Deep Learning Applications in a Multi-tenancy System,"Wenjia Zheng, Yun Song, Zihao Guo, Yongchen Cui, Suwen Gu, Ying Mao, Long Cheng",Proceedings of the 23rd IEEE High Performance Extreme Computing Conference,2,2019,,
Long Cheng,A QoS-QoR aware CNN accelerator design approach,"Ying Wang, Huawei Li, Long Cheng, Xiaowei Li",IEEE Transactions on Computer-Aided Design of Integrated Circuits and …,2,2018,,
Long Cheng,Minimizing network traffic for distributed joins using lightweight locality-aware scheduling,"Long Cheng, John Murphy, Qingzhi Liu, Chunliang Hao, Georgios Theodoropoulos",European Conference on Parallel Processing 293-305,1,2018,,
Long Cheng,Efficient Skew Handling for Outer Joins in a Cloud Computing Environment,"Long Cheng, Spyros Kotoulas",IEEE Transactions on Cloud Computing 6 (2) 558-571,15,2018,,
Long Cheng,Efficient event correlation over distributed systems,"Long Cheng, Boudewijn Van Dongen, Wil Van Der Aalst",2017 17th IEEE/ACM International Symposium on Cluster Cloud and Grid …,13,2017,,
Long Cheng,Network-aware Optimization for Query Executions in Large Systems,Long Cheng,The Dutch-Belgian DataBase Day,0,2017,,
Long Cheng,Business Process Comparison: A Methodology and Case Study,"Alifah Syamsiyah, Alfredo Bolt, Long Cheng, Bart Hompes, Rp Jagadeesh Chandra Bose, Boudewijn Van Dongen, Wil Van Der Aalst",Business Information Systems 253-267,11,2017,,
Long Cheng,A coflow-based co-optimization framework for high-performance data analytics,"Long Cheng, Ying Wang, Yulong Pei, Dick Epema",2017 46th International Conference on Parallel Processing (ICPP) 392-401,12,2017,,
Long Cheng,Design and evaluation of small–large outer joins in cloud computing environments,"Long Cheng, Ilias Tachmazidis, Spyros Kotoulas, Grigoris Antoniou",Journal of Parallel and Distributed Computing 110 2-15,23,2017,,
Long Cheng,Improving the robustness and performance of parallel joins over distributed systems,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Journal of Parallel and Distributed Computing 109 310-323,7,2017,,
Long Cheng,Efficient data redistribution to speedup big data analytics in large systems,"Long Cheng, Tao Li",2016 IEEE 23rd International Conference on High Performance Computing (HiPC …,19,2016,,
Long Cheng,Efficient large outer joins over mapreduce,"Long Cheng, Spyros Kotoulas",European Conference on Parallel Processing 334-346,6,2016,,
Long Cheng,Fast Compression of Large Semantic Web Data using X10,"Long Cheng, Avinash Malik, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",IEEE Transactions on Parallel and Distributed Systems 27 (9) 2603 - 2617,9,2016,,
Long Cheng,High throughput indexing for large-scale semantic web data,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Proceedings of the 30th Annual ACM Symposium on Applied Computing 416-422,4,2015,,
Long Cheng,Scale-Out Processing of Large RDF Datasets,"Long Cheng, Spyros Kotoulas",IEEE Transactions on Big Data 1 (4) 138-150,21,2015,,
Long Cheng,Efficiently handling skew in outer joins on distributed systems.,"Long Cheng, Spyros Kotoulas, Tomas Ward, T Theodoropoulos",14th IEEE/ACM International Symposium on Cluster Cloud and Grid Computing …,19,2014,,
Long Cheng,A Fully Parallel Framework for Analyzing RDF Data,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",International Semantic Web Conference,1,2014,,
Long Cheng,Efficient Parallel Dictionary Encoding for RDF Data.,"Long Cheng, Avinash Malik, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Proc. 17th International Workshop on the Web and Databases (WebDB),17,2014,,
Long Cheng,A scalable analysis framework for large-scale RDF data,Long Cheng,National University of Ireland Maynooth,0,2014,,
Long Cheng,Robust and skew-resistant parallel joins in shared-nothing systems,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Proceedings of the 23rd ACM International Conference on Conference on …,36,2014,,
Long Cheng,Robust and efficient large-large table outer joins on distributed infrastructures.,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",European Conference on Parallel Processing 258-269,24,2014,,
Long Cheng,A two-tier index architecture for fast processing large RDF data over distributed memory,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Proceedings of the 25th ACM conference on Hypertext and social media 300-302,2,2014,,
Long Cheng,Massively parallel reasoning under the well-founded semantics using X10,"Ilias Tachmazidis, Long Cheng, Spyros Kotoulas, Grigoris Antoniou, Tomas Ward",2014 IEEE 26th International Conference on Tools with Artificial …,4,2014,,
Long Cheng,Investigating distributed approaches to efficiently extract textual evidences for biomedical ontologies,"Long Cheng, Yue Ma",2014 IEEE International Conference on Bioinformatics and Bioengineering 220-225,2,2014,,
Long Cheng,Design and evaluation of parallel hashing over large-scale data,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",2014 21st International Conference on High Performance Computing (HiPC) 1-10,6,2014,,
Long Cheng,QbDJ: A novel framework for handling skew in parallel join processing on distributed memory,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",2013 IEEE 10th International Conference on High Performance Computing and …,11,2013,,
Long Cheng,Runtime characterization of triple stores,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",2012 IEEE 15th International Conference on Computational Science and …,3,2012,,
Long Cheng,Runtime characterisation of triple stores: An initial investigation,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",IET Digital Library,4,2012,,
Paul M. Clarke,Agile Software Development–Do We Really Calculate the Costs? A Multivocal Literature Review,"Aidan Fogarty, Aaron Edgeworth, Oishin Smith, Michael Dowling, Murat Yilmaz, Silvana Togneri Mac Mahon, Paul M. Clarke",European Conference on Software Process Improvement 203-219,0,2020,,
Paul M. Clarke,"Visualization, Monitoring and Control Techniques for Use in Scrum Software Development: An Analytic Hierarchy Process Approach","Nesib Tekin, Mehmet Kosa, Murat Yilmaz, Paul M. Clarke, Vahid Garousi",European Conference on Software Process Improvement 45-57,0,2020,,
Paul M. Clarke,Assessing Application Lifecycle Management (ALM) Potentials from an Industrial Perspective,"Zuleyha Akgun, Murat Yilmaz, Paul M. Clarke",European Conference on Software Process Improvement 326-338,0,2020,,
Paul M. Clarke,A Multivocal Literature Review of Function-as-a-Service (FaaS) Infrastructures and Implications for Software Developers,"Jake Grogan, Connor Mulready, James Mcdermott, Martynas Urbanavicius, Murat Yilmaz, Yalemisew Abgaz, Andrew McCarren, Silvana Togneri Mac Mahon, Vahid Garousi, Peter Elger, Paul M. Clarke",European Conference on Software Process Improvement 58-75,0,2020,,
Paul M. Clarke,Guest Editorial: Gamification and Persuasive Games for Software Engineering,"Murat Yilmaz, Rory O’Connor, Ricardo Colomo Palacios, Paul M. Clarke",IET SOFTWARE 13 (2) 97-98,0,2019,,
Paul M. Clarke,A mechanism to explore proactive knowledge retention in open source software communities,"Mehvish Rashid, Paul M. Clarke, Rory O’Connor",Journal of Software: Evolution and Process e2198,1,2019,,
Paul M. Clarke,A 3D virtual environment for training soccer referees,"Veysi Isler, Paul M. Clarke, Rory O’Connor, Murat Yilmaz, Ulas Gulec",ELSEVIER SCIENCE BV,0,2019,,
Paul M. Clarke,A systematic examination of knowledge loss in open source software projects,"Mehvish Rashid, Paul M. Clarke, Rory O’Connor",International Journal of Information Management 46 104-123,14,2019,,
Paul M. Clarke,Summary of the 2019 International Conference on Software and System Processes (ICSSP 2019),"Stanley Sutton, Ove Armbrust, Regina Hebig, Paul M. Clarke",ACM SIGSOFT Software Engineering Notes 44 (3) 4,0,2019,,
Paul M. Clarke,Adopting virtual reality as a medium for software development process education,"Ulas Gulec, Murat Yilmaz, Veysi Isler, Rory O’Connor, Paul M. Clarke",Proceedings of the 2018 International Conference on Software and System …,1,2018,,
Paul M. Clarke,The Impact of Situational Context on Software Process: A Case Study of a Very Small-Sized Company in the Online Advertising Domain,Paul M. Clarke,Systems Software and Services Process Improvement: 25th European Conference …,0,2018,,
Paul M. Clarke,Adopting Augmented Reality for the Purpose of Software Development Process Training and Improvement: An Exploration,"Murat Yilmaz, İpek Ohri, İrem Öge, Bora Orkun, Eray Tuzun, Paul M. Clarke, Rory O’Connor",Springer Verlag,0,2018,,
Paul M. Clarke,An Approach to Investigating Proactive Knowledge Retention in OSS Communities,"Mehvish Rashid, Paul M. Clarke, Rory O’Connor",European Conference on Software Process Improvement 108-119,1,2018,,
Paul M. Clarke,Adopting Augmented Reality for the Purpose of Software Development Process Training and Improvement: An Exploration,"İpek Ohri, İrem Öge, Bora Orkun, Murat Yilmaz, Eray Tuzun, Paul M. Clarke, Rory O’Connor",European Conference on Software Process Improvement 195-206,0,2018,,
Paul M. Clarke,A 3D Virtual Environment for Training Soccer Referees,"Ulas Gulec, Murat Yilmaz, Veysi Isler, Rory O’Connor, Paul M. Clarke",Computer Standards & Interfaces,8,2018,,
Paul M. Clarke,The Impact of Situational Context on Software Process: A Case Study of a Very Small-Sized Company in the Online Advertising Domain,"Görkem Giray, Murat Yilmaz, Rory O’Connor, Paul M. Clarke",European Conference on Software Process Improvement 28-39,8,2018,,
Paul M. Clarke,Software Process Improvement and Capability Determination Conference 2016,"Paul M. Clarke, Murat Yilmaz",Computer Standards & Interfaces 117-118,1,2017,,
Paul M. Clarke,Reducing Knowledge Loss in Open Source Software,"Mehvish Rashid, Paul M. Clarke, Rory O’Connor",structure 5 7,0,2017,,
